date,temperature_2m_max,precipitation_sum,precipitation_hours,uv_index_max,wind_speed_10m_max,shortwave_radiation_sum
2025-11-24,53.060577,2.2874172,1.3774835,0.8569536,8.882491,3.8684769
2025-11-25,56.704685,0.30860925,0.6092715,1.7943709,16.746485,4.3677487
2025-11-26,44.21316,0.0,0.0,3.0387418,20.056944,10.160596
2025-11-27,38.93475,0.0,0.0,3.0003312,12.09674,9.486689
2025-11-28,36.54468,0.0,0.0,2.9993377,9.424801,10.112583
2025-11-29,38.237995,32.950993,12.622517,0.43907288,17.556238,1.9386094
2025-11-30,31.876009,0.0,0.0,2.9890728,18.689077,10.511788
2025-12-01,26.169651,3.8298016,4.649007,1.584106,7.325831,4.305894
2025-12-02,26.737663,0.16423842,0.410596,3.1874173,8.820978,8.659272
2025-12-03,37.32786,0.0,0.0,3.1278148,8.678962,8.534768
2025-12-04,32.905346,0.0,0.0,2.699669,12.80755,9.182119
2025-12-05,39.754883,0.0,0.0,3.0781455,7.205692,10.067417
2025-12-06,47.919254,0.0,0.0,2.9622517,9.688246,9.736292
2025-12-07,41.79389,0.0,0.0,1.9860927,14.450951,2.0462914
2025-12-08,35.18932,0.0,0.0,2.8195364,11.07441,7.72808
2025-12-09,55.786804,0.0,0.0,2.657947,13.32926,9.89351
2025-12-10,51.102634,0.0,0.0,2.6059604,23.070868,5.2229137
2025-12-11,36.49164,0.010596027,0.046357617,2.4996688,9.92842,7.019801
2025-12-12,36.176342,0.0,0.0,2.7225165,8.228526,3.1704636
2025-12-13,33.25581,0.0,0.0,2.12053,12.421249,3.056755
2025-12-14,18.148922,0.0,0.0,2.789735,11.588281,10.434636
2025-12-15,44.111835,0.0,0.0,2.8324502,12.809436,10.100331
2025-12-16,56.207,0.0,0.0,2.7930465,10.969374,8.756291
2025-12-17,55.798725,0.0,0.0,2.5483444,11.123114,9.559735
2025-12-18,56.249916,9.582119,3.3774834,0.565894,23.116808,2.8996027
2025-12-19,38.81316,0.0,0.0,2.755298,21.829737,10.18053
2025-12-20,55.171104,0.0,0.0,2.718874,12.062753,9.524106
2025-12-21,45.805744,0.0,0.0,2.6377485,7.0544653,10.187285
2025-12-22,55.994812,0.0,0.0,1.5728477,9.115662,6.4427814
2025-12-23,66.49025,0.0,0.0,2.7890728,7.9074125,5.213311
2025-12-24,64.10853,0.038410597,0.0397351,2.2066226,8.06223,4.5093374
2025-12-25,65.33872,0.0052980133,0.013245033,1.2228477,8.902592,3.1825166
2025-12-26,67.254944,0.0,0.0,2.8486755,11.078195,6.659868
2025-12-27,60.747528,0.00794702,0.01986755,2.803311,11.757589,3.1572185
2025-12-28,75.1368,0.028476823,0.01986755,2.183775,26.622955,4.699934
